Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Month,DayOfWeek,Is_Weekend,Likes_Per_View,Shares_Per_View,Comments_Per_View,Engagement_Rate
2023-09-23,TikTok,#Dance,Reel,Japan,3450680,369198,10798,15263,Medium,9,5,1,0.10699282460268701,0.0031292382950606837,0.004423186154613004,11.45452490523607
2023-10-15,TikTok,#Music,Reel,UK,2737221,436890,74251,15461,Low,10,6,1,0.15961078772959875,0.02712641763306653,0.005648429556838852,19.238563491950412
2023-05-08,Twitter,#Comedy,Post,Australia,840340,454952,65380,23404,High,5,0,0,0.5413903896042078,0.07780184211152628,0.02785063188709332,64.70428636028275
2022-07-04,YouTube,#Education,Live Stream,Germany,3510131,3548,81158,28556,High,7,0,0,0.0010107884862416816,0.0231210743986478,0.008135308910123297,3.226717179501278
2022-02-21,Instagram,#Gaming,Live Stream,India,1531926,391683,51624,29359,Medium,2,0,0,0.2556801046525746,0.03369875568402129,0.019164763833239985,30.854362416983587
2023-08-13,YouTube,#Comedy,Tweet,Australia,125076,301148,86551,48639,Low,8,6,1,2.407720106175445,0.6919872717387828,0.38887556365729636,348.85829415715244
2023-04-26,YouTube,#Education,Reel,Canada,598274,76122,62694,4891,High,4,2,0,0.12723601560489006,0.10479145007137199,0.008175183945817469,24.020264962207953
2023-01-13,Twitter,#Education,Reel,India,464125,483645,8641,4652,Medium,1,4,0,1.0420576353353084,0.01861782924858605,0.010023161863722058,107.06986264476164
2023-12-20,Instagram,#Challenge,Shorts,Germany,821533,342870,79554,16318,Low,12,2,0,0.4173538981392105,0.09683603701859815,0.01986286612954075,53.40528012873493
2022-11-29,YouTube,#Fitness,Post,Australia,2519050,180932,12968,12148,Low,11,1,0,0.07182548976796808,0.0051479724499315215,0.00482245290883468,8.17959151267343
2022-06-27,YouTube,#Fitness,Shorts,USA,3726359,101243,10095,43058,High,6,0,0,0.027169416580635413,0.0027090787548918393,0.011554979002291512,4.1433474337818765
2023-01-19,Instagram,#Fitness,Tweet,Brazil,3616113,50849,51541,5257,Medium,1,3,0,0.014061784020576791,0.014253149721814556,0.001453770941339499,2.9768704683730847
2022-12-21,Twitter,#Fitness,Tweet,Canada,1826580,272598,66186,46956,Low,12,2,0,0.14923956246099268,0.036234930854383604,0.025707059094044606,21.118155240942087
2022-09-11,Instagram,#Viral,Live Stream,USA,670827,419802,52712,9940,Low,9,6,1,0.6257977093945235,0.07857763626091377,0.014817531196567818,71.9192876852005
2022-11-22,TikTok,#Gaming,Shorts,Germany,4925713,126438,93149,26192,Medium,11,1,0,0.025668974217539674,0.018910764796893364,0.005317402780064531,4.9897141794497575
2023-05-08,Instagram,#Tech,Live Stream,Canada,4926887,377993,44337,34514,Medium,5,0,0,0.0767204524885592,0.008998988610861179,0.007005234745590877,9.272467584501126
2023-01-07,Instagram,#Comedy,Video,USA,2176834,489451,95563,19558,High,1,5,1,0.22484534879554435,0.04389999421177729,0.008984607921412473,27.77299509287341
2022-05-16,Twitter,#Music,Post,Canada,149357,282149,87637,35480,Medium,5,0,0,1.8890912377725853,0.5867619194279478,0.23755163802165283,271.3404795222186
2022-08-21,YouTube,#Viral,Video,Germany,1494759,175825,6072,28977,High,8,6,1,0.11762765770267983,0.004062193303402087,0.019385733753735552,14.107558475981746
2023-05-07,TikTok,#Comedy,Tweet,Canada,1862650,430821,70873,12179,Medium,5,6,1,0.23129466083268463,0.038049553056129705,0.006538533809357636,27.588274769817193
2022-06-06,TikTok,#Fashion,Live Stream,Japan,2661370,341057,24053,21815,Medium,6,0,0,0.128150914754431,0.009037826382652544,0.008196906104750561,14.53856472418341
2023-10-16,Instagram,#Fashion,Tweet,Germany,3582719,222267,74127,44442,High,10,0,0,0.062038636019179846,0.02069015180928228,0.01240454526296927,9.513333309143139
2022-02-23,TikTok,#Challenge,Live Stream,Australia,750309,254612,13280,27574,Medium,2,2,0,0.339342857409414,0.01769937452436263,0.03675019225412463,39.37924241879012
2022-01-27,Twitter,#Tech,Reel,Brazil,1212616,284049,75797,20699,Medium,1,3,0,0.23424480627008054,0.0625070096386655,0.01706970714554319,31.382152305428924
2023-01-03,YouTube,#Dance,Tweet,India,916759,253924,68925,30788,Low,1,1,0,0.2769801005498719,0.07518333607851137,0.033583526313894926,38.57469629422782
2023-12-24,Instagram,#Challenge,Live Stream,UK,4498056,491674,95872,47593,High,12,6,1,0.1093081099924056,0.021314096578610848,0.010580793124852158,14.120299969586862
2023-03-15,YouTube,#Viral,Reel,Australia,3323833,435817,85531,10295,Medium,3,2,0,0.1311188016967158,0.025732640598971127,0.0030973276936596995,15.994876998934663
2022-05-21,YouTube,#Music,Shorts,India,2828967,490999,94153,16839,High,5,5,1,0.17356123277507302,0.03328175973774173,0.005952349391138178,21.279534190395292
2022-07-10,YouTube,#Comedy,Post,Canada,2162476,223044,6862,17678,High,7,6,1,0.10314287881114056,0.0031732144079286892,0.00817488841494657,11.449098163401581
2023-09-22,Twitter,#Dance,Reel,UK,2363818,203582,76418,3874,High,9,4,0,0.08612422783818383,0.03232820800924606,0.0016388740588319406,12.009130990626183
2022-03-14,YouTube,#Gaming,Video,Japan,1619481,48034,68983,7422,High,3,0,0,0.02966011950742244,0.04259574518009165,0.004582949722781558,7.683881441029565
2022-06-08,TikTok,#Challenge,Reel,Australia,4889698,335718,85215,14194,High,6,2,0,0.06865822797236149,0.017427456665012848,0.002902837762168543,8.898852239954287
2022-03-29,TikTok,#Education,Reel,USA,2506158,209749,55250,28441,Medium,3,1,0,0.08369344630306629,0.022045697039053402,0.01134844650656503,11.708758984868473
2022-06-12,TikTok,#Music,Live Stream,Canada,3731215,85106,40033,6545,Medium,6,6,1,0.02280919218002715,0.010729212870338482,0.0017541203066561428,3.5292525357021773
2023-09-11,TikTok,#Viral,Tweet,Germany,731415,432608,183,19906,High,9,0,0,0.5914672244895169,0.00025019995488197535,0.027215739354538804,61.89331637989377
2022-06-01,Instagram,#Challenge,Shorts,Canada,4050217,331829,65620,38905,Medium,6,2,0,0.08192869665995674,0.016201601050017812,0.009605658165969873,10.773595587594443
2023-05-31,YouTube,#Fitness,Tweet,Brazil,253831,356415,95650,37240,Low,5,2,0,1.4041429139860773,0.37682552564501576,0.1467117885522257,192.76802281833187
2023-10-11,YouTube,#Viral,Post,Japan,2190234,240911,81339,14835,Low,10,2,0,0.10999327012547518,0.03713712781374045,0.006773248885735497,15.390364682495111
2022-05-11,YouTube,#Education,Tweet,Japan,3244574,246935,33822,36503,Low,5,2,0,0.07610706366999181,0.010424172788168802,0.01125047540909839,9.7781711867259
2022-06-03,YouTube,#Fitness,Shorts,Canada,172032,61620,79754,2201,Medium,6,4,0,0.35818917410714285,0.46359979538690477,0.012794131324404762,83.45831008184523
2023-05-30,Twitter,#Dance,Video,Brazil,4577055,10189,21707,32963,High,5,1,0,0.0022261039030555675,0.004742569184770557,0.0072017924189243954,1.417046550675052
2022-04-19,YouTube,#Fitness,Shorts,Australia,3437531,484792,65586,49621,Medium,4,1,0,0.14102912817368046,0.019079391574941432,0.014435069821915787,17.45435895705377
2023-05-02,YouTube,#Dance,Video,Japan,2454688,386172,96666,10872,Medium,5,1,0,0.1573201971085531,0.039380157478262005,0.0044290761188387285,20.112943070565382
2023-11-09,TikTok,#Gaming,Tweet,India,3375757,368767,14499,46981,High,11,3,0,0.10923979421504569,0.004295036639189373,0.013917174725550447,12.745200557978551
2023-10-17,YouTube,#Gaming,Video,Canada,4214191,468817,17311,32853,Medium,10,1,0,0.11124721209836004,0.004107787236031779,0.007795802325998039,12.315080166038985
2023-11-01,Twitter,#Tech,Reel,Germany,4937731,271763,20030,7030,Medium,11,2,0,0.05503803265102939,0.004056519077284688,0.0014237308593765031,6.051828258769058
2022-09-26,TikTok,#Viral,Live Stream,Germany,2360576,155459,19460,32963,Low,9,0,0,0.06585638420453313,0.008243750677800673,0.01396396472725301,8.806409960958682
2022-07-03,Instagram,#Education,Shorts,Germany,2757834,276600,2866,32837,Low,7,6,1,0.10029610194087099,0.001039221359951324,0.011906808023978237,11.324213132480054
2023-03-27,Twitter,#Education,Tweet,India,2063181,239205,91849,32228,High,3,0,0,0.11593990057101146,0.04451814940133706,0.015620539351612873,17.60785893239614
2023-01-10,Twitter,#Music,Reel,USA,3865376,447014,7792,24112,High,1,1,0,0.11564567069283817,0.0020158452890482064,0.006237944251736442,12.389946023362281
2022-12-22,YouTube,#Music,Live Stream,Brazil,1541499,475565,3796,18382,Low,12,3,0,0.3085081469400888,0.0024625380879261033,0.011924756357285992,32.28954413853009
2023-09-11,YouTube,#Comedy,Live Stream,USA,1344792,449897,18592,42691,High,9,0,0,0.33454764751723687,0.013825186348520813,0.03174542977650075,38.01182636422584
2022-11-06,Instagram,#Tech,Live Stream,Germany,3184440,427144,76762,16306,High,11,6,1,0.13413473012523394,0.024105337202145433,0.005120523545741167,16.336059087312055
2023-07-18,YouTube,#Gaming,Shorts,UK,288978,134592,30125,13424,Medium,7,1,0,0.465751718123871,0.10424669005945089,0.046453363231803116,61.6451771415125
2022-01-20,YouTube,#Comedy,Shorts,Japan,2525420,342345,97958,35913,Low,1,3,0,0.13555962968535926,0.038788795527080644,0.01422060488948373,18.856903010192365
2023-02-01,Twitter,#Comedy,Post,UK,4674026,14183,71809,4162,Low,2,2,0,0.003034428991195171,0.015363414752078829,0.0008904528986359939,1.9288296641909994
2023-08-28,YouTube,#Tech,Reel,Brazil,3385451,448723,7234,43129,Low,8,0,0,0.13254452656381677,0.002136790637347875,0.012739513878653096,14.742083107981774
2023-03-13,YouTube,#Fashion,Video,Germany,4480208,192047,40789,19329,High,3,0,0,0.042865643737969306,0.009104264801991335,0.0043143086213854355,5.628421716134608
2023-12-06,YouTube,#Comedy,Post,Australia,836115,492019,57301,31743,High,12,2,0,0.5884585254420743,0.06853243871955413,0.03796487325308121,69.49558374147097
2023-10-18,Instagram,#Fitness,Live Stream,Brazil,4116538,248427,78029,35739,Medium,10,2,0,0.06034852587295441,0.01895500539531033,0.008681809812031371,8.798534108029612
2022-04-08,TikTok,#Challenge,Tweet,Canada,1649017,231068,47895,22587,High,4,4,0,0.1401246924683008,0.029044576253610486,0.013697251150230714,18.2866519872142
2022-12-29,Instagram,#Education,Tweet,Brazil,3233439,234569,33026,19726,High,12,3,0,0.07254474260995801,0.010213893009888234,0.0061006253713151845,8.885926099116142
2022-01-26,Instagram,#Fashion,Video,USA,1745859,326923,67496,2336,High,1,2,0,0.18725624463373045,0.03866062494164763,0.0013380232882495094,22.72548928636276
2022-11-19,YouTube,#Challenge,Reel,Brazil,4540861,63459,21936,36939,Medium,11,5,1,0.01397510295954886,0.004830801911796023,0.008134800867060234,2.6940705738405115
2023-05-09,Twitter,#Viral,Post,USA,3368920,471654,86384,1266,Medium,5,1,0,0.1400015435213659,0.025641451859943244,0.00037578808638970355,16.601878346769887
2022-11-26,YouTube,#Viral,Live Stream,USA,779573,185117,41077,26964,High,11,5,1,0.237459481023586,0.052691665822187275,0.03458816557269172,32.4739312418465
2022-08-06,Instagram,#Dance,Post,India,4669272,368176,25124,26215,Medium,8,5,1,0.07885083584764392,0.005380710312014378,0.005614365579901963,8.984591173956026
2023-06-22,Twitter,#Dance,Tweet,India,920290,158850,294,20188,Medium,6,3,0,0.17260863423486075,0.0003194645166197612,0.021936563474556935,19.48646622260374
2022-06-27,TikTok,#Tech,Live Stream,Brazil,880025,262765,56763,25619,Low,6,0,0,0.2985881082923781,0.06450157665975398,0.029111672963836255,39.220135791596825
2022-09-09,Twitter,#Fashion,Live Stream,USA,1876032,167583,51085,16692,Low,9,4,0,0.08932843363012997,0.027230345751031965,0.008897502814450927,12.545628219561285
2022-07-21,YouTube,#Tech,Live Stream,Canada,4695675,332129,80070,7343,Medium,7,3,0,0.07073083209549212,0.017051861553450783,0.0015637794353314486,8.934647308427436
2023-10-31,Instagram,#Education,Post,Australia,3909608,328265,91682,28567,High,10,1,0,0.08396366080691466,0.02345043288227362,0.00730687066324808,11.472096435243635
2022-10-10,Instagram,#Viral,Video,India,84988,3961,66175,7174,Low,10,0,0,0.04660657975243564,0.7786393373182097,0.08441191697651433,90.96578340471596
2022-11-05,TikTok,#Fashion,Shorts,Australia,4503451,199050,10299,7649,Medium,11,5,1,0.04419943727599123,0.002286912858605545,0.0016984752359912431,4.818482537058802
2022-01-11,Instagram,#Dance,Reel,USA,3869119,243254,45272,41026,Medium,1,1,0,0.06287064316191877,0.01170085489745857,0.010603447451474094,8.517494551085143
2022-06-15,TikTok,#Fitness,Tweet,Japan,22280,294546,89803,22578,Medium,6,2,0,13.220197486535008,4.030655296229803,1.013375224416517,1826.4228007181327
2023-08-23,Instagram,#Fashion,Live Stream,Japan,2510654,222047,42335,18710,Low,8,2,0,0.08844189601593848,0.016862140302885225,0.007452241527506379,11.275627784633008
2023-09-19,TikTok,#Music,Post,USA,1004040,474058,29602,28975,High,9,1,0,0.4721505119317955,0.02948288912792319,0.028858412015457552,53.04918130751762
2022-04-06,Twitter,#Viral,Video,USA,281947,466399,94427,35399,Low,4,2,0,1.6542080603801423,0.33491046189532075,0.12555196544031325,211.46704877157765
2022-11-17,Twitter,#Gaming,Post,Canada,435189,338107,45878,11224,Low,11,3,0,0.7769199129573587,0.10542086311924244,0.025791093065311854,90.8131869141913
2022-03-07,TikTok,#Comedy,Video,Canada,4059525,396471,82515,13107,Low,3,0,0,0.09766438191660354,0.020326269699041145,0.0032287028654830307,12.121935448112772
2023-06-08,Instagram,#Fashion,Tweet,USA,1454497,198979,27467,43108,High,6,3,0,0.13680261973727,0.018884191579631997,0.029637737307124042,18.532454862402602
2022-05-01,Instagram,#Gaming,Video,UK,4636106,119192,74078,46366,Low,5,6,1,0.02570950707339306,0.015978495746214603,0.010001065549407197,5.168906836901486
2022-03-28,Instagram,#Fashion,Live Stream,Brazil,1418093,167927,21604,23507,High,3,0,0,0.1184174803768159,0.015234543855727374,0.01657648687356894,15.02285111061122
2022-03-03,Twitter,#Tech,Tweet,Japan,4089138,395765,32976,3225,Low,3,3,0,0.09678445677304116,0.008064291300513702,0.000788674776933427,10.56374228504883
2023-04-17,TikTok,#Education,Post,UK,1467996,218173,15234,44846,Low,4,0,0,0.1486196147673427,0.01037741247251355,0.03054912956166093,18.95461568015172
2022-04-19,Twitter,#Dance,Tweet,Germany,2628041,30963,1657,17698,Medium,4,1,0,0.011781779660210781,0.0006305076671178266,0.0067342937191619155,1.9146581046490523
2022-07-22,YouTube,#Music,Tweet,Brazil,1552233,8830,83151,28302,Low,7,4,0,0.005688578969780954,0.05356863305959866,0.018233087429528942,7.749029945890855
2023-12-28,Instagram,#Fitness,Video,Australia,2698643,357079,83343,41222,Medium,12,3,0,0.13231798351986535,0.030883299495338953,0.015275084551754345,17.847636756695863
2023-12-11,YouTube,#Viral,Video,India,2386519,206625,35508,43076,High,12,0,0,0.08658007751038227,0.014878574191112662,0.01804972011536468,11.950837181685962
2022-08-01,TikTok,#Comedy,Video,Japan,1621403,210894,49146,22589,Low,8,0,0,0.13006883544683215,0.030310786399186385,0.013931761566988589,17.431138341300713
2023-01-23,YouTube,#Education,Post,Germany,528698,448340,21317,3213,Medium,1,0,0,0.8480077473340167,0.04031980450086817,0.00607719340720033,89.44047452420853
2022-10-17,Twitter,#Fashion,Shorts,Germany,1207774,326768,80608,35699,Medium,10,0,0,0.2705539281355618,0.06674096312720758,0.029557682149143796,36.68525734119131
2023-07-23,Twitter,#Comedy,Reel,Canada,1748704,64651,65798,26367,High,7,6,1,0.036970808095595366,0.03762672241843102,0.0150780234962578,8.967555401028418
2023-07-21,Twitter,#Education,Live Stream,Japan,3673029,40060,45803,25257,Medium,7,4,0,0.010906529733361757,0.01247008940032872,0.006876341025349922,3.0252960159040403
2022-09-21,YouTube,#Dance,Tweet,Japan,4938141,92946,14800,6497,High,9,2,0,0.01882206279650581,0.0029970792652538676,0.001315677296375296,2.3134819358134973
2023-05-20,YouTube,#Challenge,Shorts,Germany,1211152,26691,74034,16591,High,5,5,1,0.02203769634199506,0.06112692709090189,0.013698528343263273,9.686315177616022
2023-08-31,TikTok,#Viral,Live Stream,Canada,3915590,342524,23634,27590,Medium,8,3,0,0.08747698303448523,0.0060358719886402816,0.007046192272428932,10.055904729555444
2023-07-12,YouTube,#Tech,Post,Australia,1074531,215231,90702,6476,Medium,7,2,0,0.2003022714095731,0.0844107801450121,0.006026815419936698,29.07398669745219
2023-09-11,TikTok,#Comedy,Video,Australia,1195064,196870,16363,33596,Medium,9,0,0,0.16473594719613344,0.013692153725658207,0.02811230193529384,20.654040285708547
2022-12-07,TikTok,#Education,Reel,UK,3703086,451922,16393,32841,Medium,12,2,0,0.12203929371340552,0.004426848309761102,0.008868549096618335,13.533469111978496
2023-10-08,YouTube,#Fashion,Shorts,Brazil,1649020,404652,18178,37529,High,10,6,1,0.2453893827849268,0.011023516997974554,0.022758365574704977,27.917126535760634
2023-04-19,YouTube,#Gaming,Video,Brazil,2047545,362973,56321,474,Low,4,2,0,0.17727229438180847,0.027506599366558488,0.00023149674366131147,20.501039049202827
2022-04-30,TikTok,#Fitness,Post,Australia,4222799,5510,2998,32953,Low,4,5,1,0.001304821754480855,0.0007099556479008355,0.007803591883014086,0.9818369285395777
2023-08-25,Twitter,#Fitness,Post,USA,4150659,289961,32494,9385,Medium,8,4,0,0.06985902720507756,0.007828636368345365,0.002261086733456061,7.994875030687898
2023-07-07,TikTok,#Dance,Video,India,3541385,349668,34580,17972,Medium,7,4,0,0.09873764078178453,0.009764541274106035,0.00507485065871121,11.357703271460178
2022-09-15,YouTube,#Music,Tweet,Germany,4420121,192344,32142,36860,Medium,9,3,0,0.043515550818631434,0.007271746633180404,0.008339138227211426,5.912643567902327
2023-04-11,Instagram,#Gaming,Reel,Australia,4401295,150497,53808,43102,Low,4,1,0,0.03419379977938311,0.012225492724300461,0.009793026825059442,5.621231932874301
2022-01-29,TikTok,#Gaming,Post,Canada,2990444,150822,61460,24688,High,1,5,1,0.0504346511755445,0.020552132057982026,0.008255630267612436,7.924241350113896
2022-04-06,Instagram,#Fitness,Shorts,UK,4023553,138648,78164,47562,Low,4,2,0,0.03445909622664347,0.019426611256270265,0.011820895611416079,6.570660309432981
2022-05-22,YouTube,#Fitness,Live Stream,Canada,1326359,153912,62816,20351,Low,5,6,1,0.1160409813632659,0.04735972689143739,0.015343508054757423,17.87442163094607
2023-09-11,TikTok,#Education,Live Stream,UK,3133284,395779,63400,32300,Low,9,0,0,0.12631443558898586,0.020234361136749812,0.01030867294506339,15.685746967079908
2023-02-16,Twitter,#Music,Shorts,Australia,4216827,464621,48974,29661,High,2,3,0,0.1101826088668091,0.01161394574641075,0.007033961791650452,12.88305164048703
2022-06-11,Twitter,#Music,Video,Australia,2594911,439273,14531,8322,Medium,6,5,1,0.16928249176946725,0.005599806698572706,0.0032070464073719676,17.80893448754119
2022-10-12,TikTok,#Gaming,Video,Brazil,3279951,235134,43167,5780,High,10,2,0,0.0716882660747066,0.01316086734222554,0.0017622214478204095,8.661135486475255
2022-04-26,YouTube,#Challenge,Tweet,Germany,4755094,321396,15678,49589,Low,4,1,0,0.06758983103173144,0.0032970957041017486,0.010428605617470443,8.131553235330363
